Price,Adj Close,Close,Close.1,High,High.1,Low,Low.1,Open,Open.1,Volume,Volume.1,label
Ticker,LANLAN,CAT-USD,LANLAN,CAT-USD,LANLAN,CAT-USD,LANLAN,CAT-USD,LANLAN,CAT-USD,LANLAN,1
Date,,,,,,,,,,,,1
2024-01-01,,0.10837999731302261,,0.10845500230789185,,0.10480999946594238,,0.10538200289011002,,90,,1
2024-01-02,,0.1062370017170906,,0.11050000041723251,,0.10612700134515762,,0.10841900110244751,,2326,,1
2024-01-03,,0.09662000089883804,,0.10739000141620636,,0.0961650013923645,,0.10625100135803223,,1475,,1
2024-01-04,,0.09775099903345108,,0.09867300093173981,,0.09556999802589417,,0.09662699699401855,,918,,1
2024-01-05,,0.09643200039863586,,0.09775099903345108,,0.09409800171852112,,0.09775099903345108,,270,,1
2024-01-06,,0.09000600129365921,,0.09649399667978287,,0.08976099640130997,,0.09646899998188019,,2600,,1
2024-01-07,,0.08534900099039078,,0.09052100032567978,,0.08506999909877777,,0.09002900123596191,,1897,,1
2024-01-08,,0.08661899715662003,,0.08752799779176712,,0.08258900046348572,,0.08534999936819077,,1714,,1
2024-01-09,,0.08391399681568146,,0.086776003241539,,0.08391399681568146,,0.08660099655389786,,105,,1
2024-01-10,,0.08813899755477905,,0.08813899755477905,,0.08391399681568146,,0.08391399681568146,,12,,1
2024-01-11,,0.09732399880886078,,0.09732399880886078,,0.08813899755477905,,0.08813899755477905,,820,,1
2024-01-12,,0.09545399993658066,,0.09732399880886078,,0.09545399993658066,,0.09732399880886078,,120,,1
2024-01-13,,0.09575100243091583,,0.09575100243091583,,0.09428499639034271,,0.09545399993658066,,506,,1
2024-01-14,,0.09566199779510498,,0.09797299653291702,,0.09482800215482712,,0.09575100243091583,,5263,,1
2024-01-15,,0.09549500048160553,,0.09566199779510498,,0.094821996986866,,0.09566199779510498,,440,,1
2024-01-16,,0.09541500359773636,,0.09549500048160553,,0.09541500359773636,,0.09549500048160553,,178,,1
2024-01-17,,0.09623099863529205,,0.09623099863529205,,0.09541500359773636,,0.09541500359773636,,299,,1
2024-01-18,,0.09033799916505814,,0.09623099863529205,,0.09033799916505814,,0.09623099863529205,,1642,,1
2024-01-19,,0.08883100003004074,,0.09033799916505814,,0.08883100003004074,,0.09033799916505814,,879,,1
2024-01-20,,0.08737199753522873,,0.08883100003004074,,0.08737199753522873,,0.08883100003004074,,503,,1
2024-01-21,,0.08889099955558777,,0.08889099955558777,,0.08628799766302109,,0.08737199753522873,,4484,,1
2024-01-22,,0.08724000304937363,,0.08897799998521805,,0.08531100302934647,,0.08889099955558777,,4258,,1
2024-01-23,,0.0796160027384758,,0.08724000304937363,,0.0796160027384758,,0.08724000304937363,,1327,,1
2024-01-24,,0.07933100312948227,,0.0796160027384758,,0.07933100312948227,,0.0796160027384758,,397,,1
2024-01-25,,0.07799399644136429,,0.07933100312948227,,0.07799399644136429,,0.07933100312948227,,25,,1
